PRICEEACH,SALES,ORDERDATE,YEAR_ID,PRODUCTLINE,CITY,COUNTRY
100,6825.6,10/22/2003 0:00,2003,Trucks and Buses,Singapore,Singapore
100,3543.28,11/6/2003 0:00,2003,Trucks and Buses,London,UK
100,4516.22,11/14/2003 0:00,2003,Trucks and Buses,Sevilla,Spain
100,6445.46,11/25/2003 0:00,2003,Trucks and Buses,White Plains,USA
99.54,3384.36,12/9/2003 0:00,2003,Trucks and Buses,Boston,USA
100,4891.68,2/10/2004 0:00,2004,Trucks and Buses,Brisbane,USA
100,4521.96,3/11/2004 0:00,2004,Trucks and Buses,San Rafael,USA
100,5069.66,5/5/2004 0:00,2004,Trucks and Buses,Madrid,Spain
100,6541.2,6/15/2004 0:00,2004,Trucks and Buses,Singapore,Singapore
97.17,3012.27,7/20/2004 0:00,2004,Trucks and Buses,San Rafael,USA
100,5247.18,8/19/2004 0:00,2004,Trucks and Buses,Allentown,USA
100,2214.87,9/8/2004 0:00,2004,Trucks and Buses,NYC,USA
100,4773.18,10/13/2004 0:00,2004,Trucks and Buses,Cambridge,USA
100,6185.7,10/22/2004 0:00,2004,Trucks and Buses,Aaarhus,Denmark
58.38,1517.88,11/5/2004 0:00,2004,Trucks and Buses,NYC,USA
100,6372.6,11/20/2004 0:00,2004,Trucks and Buses,Paris,France
100,5232.96,12/1/2004 0:00,2004,Trucks and Buses,NYC,USA
64.16,2694.72,12/10/2004 0:00,2004,Trucks and Buses,Madrid,Spain
35.71,1749.79,1/23/2005 0:00,2005,Trucks and Buses,San Rafael,USA
66.58,2130.56,2/17/2005 0:00,2005,Trucks and Buses,San Rafael,USA
100,5951.34,5/3/2005 0:00,2005,Trucks and Buses,Madrid,Spain
100,4692.6,5/31/2005 0:00,2005,Trucks and Buses,Nantes,France
100,3731.04,3/3/2003 0:00,2003,Classic Cars,Makati City,Philippines
100,2142,5/8/2003 0:00,2003,Classic Cars,Marseille,France
97.89,2838.81,7/2/2003 0:00,2003,Classic Cars,San Rafael,USA
97.89,3230.37,9/5/2003 0:00,2003,Classic Cars,Brickhaven,USA
100,5182,10/11/2003 0:00,2003,Classic Cars,Los Angeles,USA
100,4391.1,11/4/2003 0:00,2003,Classic Cars,Graz,Austria
100,4477.32,11/12/2003 0:00,2003,Classic Cars,Bergen,Norway
100,3544.56,11/20/2003 0:00,2003,Classic Cars,Nashua,USA
100,5195.85,12/2/2003 0:00,2003,Classic Cars,Madrid,Spain
100,4180.44,1/16/2004 0:00,2004,Classic Cars,Madrid,Spain
100,2684.43,2/22/2004 0:00,2004,Classic Cars,Gensve,Switzerland
93.28,1958.88,4/12/2004 0:00,2004,Classic Cars,Oulu,Finland
100,4910.57,6/1/2004 0:00,2004,Classic Cars,Liverpool,UK
100,4468.4,7/6/2004 0:00,2004,Classic Cars,Reggio Emilia,Italy
100,3127.88,8/4/2004 0:00,2004,Classic Cars,Singapore,Singapore
100,2675.13,8/30/2004 0:00,2004,Classic Cars,Gensve,Switzerland
100,2807.61,10/4/2003 0:00,2003,Classic Cars,Frankfurt,Germany
100,2504.75,10/16/2004 0:00,2004,Classic Cars,Koln,Germany
100,2984.88,11/4/2004 0:00,2004,Classic Cars,New Bedford,USA
64.74,2524.86,11/15/2004 0:00,2004,Classic Cars,NYC,USA
75.2,4136,11/24/2004 0:00,2004,Classic Cars,Salzburg,Austria
88.45,4068.7,1/6/2005 0:00,2005,Classic Cars,Espoo,Finland
100,5182,2/9/2005 0:00,2005,Classic Cars,Helsinki,Finland
100,5243.79,3/3/2005 0:00,2005,Classic Cars,Boras,Sweden
93.28,9048.16,4/14/2005 0:00,2005,Classic Cars,Strasbourg,France
100,3832.64,5/17/2005 0:00,2005,Classic Cars,Salzburg,Austria
100,3920,1/29/2003 0:00,2003,Trucks and Buses,Stavern,Norway
100,4916.66,3/26/2003 0:00,2003,Trucks and Buses,San Rafael,USA
100,3857,5/28/2003 0:00,2003,Trucks and Buses,Madrid,Spain
100,4181.44,7/24/2003 0:00,2003,Trucks and Buses,Burlingame,USA
100,4641,9/19/2003 0:00,2003,Trucks and Buses,Singapore,Singapore
99.17,3570.12,10/21/2003 0:00,2003,Trucks and Buses,Graz,Austria
93.34,4480.32,11/6/2003 0:00,2003,Trucks and Buses,South Brisbane,Australia
96.84,2033.64,11/13/2003 0:00,2003,Trucks and Buses,Philadelphia,USA
93.34,1960.14,11/25/2003 0:00,2003,Trucks and Buses,Lyon,France
100,3966.78,12/5/2003 0:00,2003,Trucks and Buses,Vancouver,Canada
100,5152,1/29/2004 0:00,2004,Trucks and Buses,Burbank,USA
100,3360,3/10/2004 0:00,2004,Trucks and Buses,Cambridge,USA
100,3451,5/4/2004 0:00,2004,Trucks and Buses,New Haven,USA
100,5453,6/15/2004 0:00,2004,Trucks and Buses,Minato-ku,Japan
96.84,4164.12,7/19/2004 0:00,2004,Trucks and Buses,Chatswood,Australia
100,2800.08,8/17/2004 0:00,2004,Trucks and Buses,Torino,Italy
100,4687.94,9/8/2004 0:00,2004,Trucks and Buses,Boras,Sweden
98,4508,10/11/2004 0:00,2004,Trucks and Buses,Versailles,France
100,4181.44,10/21/2004 0:00,2004,Trucks and Buses,San Rafael,USA
100,2251.04,11/4/2004 0:00,2004,Trucks and Buses,Nashua,USA
40.25,1167.25,11/18/2004 0:00,2004,Trucks and Buses,San Francisco,USA
49.6,2083.2,11/29/2004 0:00,2004,Trucks and Buses,Melbourne,Australia
98,3822,12/10/2004 0:00,2004,Trucks and Buses,San Rafael,USA
100,3911.49,1/20/2005 0:00,2005,Trucks and Buses,North Sydney,Australia
98,4704,2/17/2005 0:00,2005,Trucks and Buses,San Francisco,USA
85.1,2467.9,3/9/2005 0:00,2005,Trucks and Buses,North Sydney,Australia
100,3213,5/1/2005 0:00,2005,Trucks and Buses,Montreal,Canada
100,7182,5/31/2005 0:00,2005,Trucks and Buses,Madrid,Spain
100,4379.18,3/10/2003 0:00,2003,Classic Cars,Philadelphia,USA
100,5004.8,5/8/2003 0:00,2003,Classic Cars,Marseille,France
100,3644.75,7/4/2003 0:00,2003,Classic Cars,Toulouse,France
100,2702.04,9/11/2003 0:00,2003,Classic Cars,North Sydney,Australia
100,3764.88,10/17/2003 0:00,2003,Classic Cars,Aaarhus,Denmark
100,4508,11/5/2003 0:00,2003,Classic Cars,Montreal,Canada
100,5418.16,11/12/2003 0:00,2003,Classic Cars,Bergen,Norway
100,3300.66,11/20/2003 0:00,2003,Classic Cars,Nashua,USA
100,6182.4,12/2/2003 0:00,2003,Classic Cars,NYC,USA
100,4186.73,1/16/2004 0:00,2004,Classic Cars,Madrid,Spain
100,4529.28,2/22/2004 0:00,2004,Classic Cars,Gensve,Switzerland
100,5628.89,4/13/2004 0:00,2004,Classic Cars,Osaka,Japan
100,3054.48,6/1/2004 0:00,2004,Classic Cars,Liverpool,UK
100,2526.51,7/6/2004 0:00,2004,Classic Cars,Reggio Emilia,Italy
100,4667.86,8/6/2004 0:00,2004,Classic Cars,Las Vegas,USA
100,6499.32,8/30/2004 0:00,2004,Classic Cars,Gensve,Switzerland
100,5917.78,10/5/2003 0:00,2003,Classic Cars,Oslo,Norway
100,6231.91,10/16/2004 0:00,2004,Classic Cars,Koln,Germany
100,5803.14,11/4/2004 0:00,2004,Classic Cars,New Bedford,USA
100,6434.02,11/17/2004 0:00,2004,Classic Cars,Philadelphia,USA
100,6454.4,11/24/2004 0:00,2004,Classic Cars,Melbourne,Australia
97.6,4196.8,12/9/2004 0:00,2004,Classic Cars,Paris,France
87.06,2611.8,1/7/2005 0:00,2005,Classic Cars,New Bedford,USA
100,5895.05,2/9/2005 0:00,2005,Classic Cars,Helsinki,Finland
93.77,3375.72,3/4/2005 0:00,2005,Classic Cars,San Rafael,USA
100,8374.69,4/15/2005 0:00,2005,Classic Cars,Kobenhavn,Denmark
100,4464.24,5/17/2005 0:00,2005,Classic Cars,Salzburg,Austria
100,4808.31,1/10/2003 0:00,2003,Vintage Cars,NYC,USA
99.66,3288.78,3/25/2003 0:00,2003,Vintage Cars,San Francisco,USA
100,3254.72,5/21/2003 0:00,2003,Vintage Cars,Melbourne,Australia
100,3184.94,7/16/2003 0:00,2003,Vintage Cars,Chatswood,Australia
100,5907.5,9/12/2003 0:00,2003,Vintage Cars,Brisbane,USA
91.44,4389.12,10/18/2003 0:00,2003,Vintage Cars,San Francisco,USA
100,5036.16,11/5/2003 0:00,2003,Vintage Cars,Bergamo,Italy
87.33,2183.25,11/12/2003 0:00,2003,Vintage Cars,San Rafael,USA
100,3106.88,11/21/2003 0:00,2003,Vintage Cars,Glen Waverly,Australia
100,3735.72,12/3/2003 0:00,2003,Vintage Cars,Madrid,Spain
89.38,2413.26,1/29/2004 0:00,2004,Vintage Cars,Burbank,USA
100,2953.75,3/2/2004 0:00,2004,Vintage Cars,Lyon,France
100,4684.8,4/29/2004 0:00,2004,Vintage Cars,Madrid,Spain
95.55,3248.7,6/8/2004 0:00,2004,Vintage Cars,Kobenhavn,Denmark
100,5239.5,8/17/2004 0:00,2004,Vintage Cars,Torino,Italy
100,4567.98,9/3/2004 0:00,2004,Vintage Cars,Bergen,Norway
95.55,3535.35,10/11/2004 0:00,2004,Vintage Cars,Versailles,France
89.38,3843.34,10/21/2004 0:00,2004,Vintage Cars,San Rafael,USA
86.3,3710.9,11/4/2004 0:00,2004,Vintage Cars,Nashua,USA
95.13,4375.98,11/17/2004 0:00,2004,Vintage Cars,Manchester,UK
36.11,1516.62,11/29/2004 0:00,2004,Vintage Cars,Las Vegas,USA
50.18,2509,12/9/2004 0:00,2004,Vintage Cars,Paris,France
100,9240.44,1/20/2005 0:00,2005,Vintage Cars,Brickhaven,USA
93.16,2515.32,2/16/2005 0:00,2005,Vintage Cars,Madrid,Spain
100,5548.9,3/9/2005 0:00,2005,Vintage Cars,North Sydney,Australia
95.55,4873.05,5/30/2005 0:00,2005,Vintage Cars,Allentown,USA
50.14,2055.74,1/10/2003 0:00,2003,Vintage Cars,NYC,USA
49.06,2354.88,3/25/2003 0:00,2003,Vintage Cars,San Francisco,USA
54.99,2309.58,5/28/2003 0:00,2003,Vintage Cars,Madrid,Spain
43.13,2113.37,7/16/2003 0:00,2003,Vintage Cars,Chatswood,Australia
58.22,1746.6,9/12/2003 0:00,2003,Vintage Cars,Brisbane,USA
51.21,2304.45,10/18/2003 0:00,2003,Vintage Cars,San Francisco,USA
44.21,2122.08,11/5/2003 0:00,2003,Vintage Cars,Bergamo,Italy
54.45,1742.4,11/12/2003 0:00,2003,Vintage Cars,San Rafael,USA
53.37,2455.02,11/21/2003 0:00,2003,Vintage Cars,Glen Waverly,Australia
63.61,3053.28,12/3/2003 0:00,2003,Vintage Cars,Madrid,Spain
43.13,1423.29,1/29/2004 0:00,2004,Vintage Cars,Burbank,USA
48.52,1504.12,3/2/2004 0:00,2004,Vintage Cars,Lyon,France
58.22,1164.4,4/29/2004 0:00,2004,Vintage Cars,Madrid,Spain
51.75,1500.75,6/8/2004 0:00,2004,Vintage Cars,Kobenhavn,Denmark
57.68,1557.36,8/17/2004 0:00,2004,Vintage Cars,Torino,Italy
56.07,1345.68,9/3/2004 0:00,2004,Vintage Cars,Bergen,Norway
48.52,1795.24,10/11/2004 0:00,2004,Vintage Cars,Versailles,France
44.21,1105.25,10/21/2004 0:00,2004,Vintage Cars,San Rafael,USA
57.68,2364.88,11/4/2004 0:00,2004,Vintage Cars,Nashua,USA
89.89,2427.03,11/17/2004 0:00,2004,Vintage Cars,Manchester,UK
58.95,1237.95,11/29/2004 0:00,2004,Vintage Cars,Melbourne,Australia
72.41,1593.02,12/9/2004 0:00,2004,Vintage Cars,Paris,France
98.63,3156.16,1/20/2005 0:00,2005,Vintage Cars,Brickhaven,USA
52.83,1320.75,2/17/2005 0:00,2005,Vintage Cars,San Francisco,USA
100,4998,3/9/2005 0:00,2005,Vintage Cars,North Sydney,Australia
51.75,1293.75,5/30/2005 0:00,2005,Vintage Cars,Allentown,USA
100,5433.08,3/18/2003 0:00,2003,Classic Cars,Manchester,UK
100,3073.72,5/20/2003 0:00,2003,Classic Cars,Nantes,France
99.55,4380.2,7/10/2003 0:00,2003,Classic Cars,Reims,France
100,5848.68,9/11/2003 0:00,2003,Classic Cars,North Sydney,Australia
100,6153.73,10/17/2003 0:00,2003,Classic Cars,Aaarhus,Denmark
100,4965.24,11/5/2003 0:00,2003,Classic Cars,Bridgewater,USA
100,5435.64,11/12/2003 0:00,2003,Classic Cars,Bergen,Norway
100,4258.36,11/20/2003 0:00,2003,Classic Cars,Nashua,USA
100,4032,12/2/2003 0:00,2003,Classic Cars,NYC,USA
100,4492.36,1/16/2004 0:00,2004,Classic Cars,Madrid,Spain
100,4161.38,2/26/2004 0:00,2004,Classic Cars,San Diego,USA
100,2508.66,4/13/2004 0:00,2004,Classic Cars,Strasbourg,France
100,3374.88,6/1/2004 0:00,2004,Classic Cars,Liverpool,UK
100,5196.6,7/6/2004 0:00,2004,Classic Cars,Reggio Emilia,Italy
100,2604.52,8/6/2004 0:00,2004,Classic Cars,Las Vegas,USA
100,2936.8,9/1/2004 0:00,2004,Classic Cars,Singapore,Singapore
100,3424.64,10/5/2003 0:00,2003,Classic Cars,Oslo,Norway
100,2923.2,10/16/2004 0:00,2004,Classic Cars,Madrid,Spain
100,4489.76,11/4/2004 0:00,2004,Classic Cars,New Bedford,USA
100,4849.24,11/17/2004 0:00,2004,Classic Cars,Philadelphia,USA
100,5848.92,11/24/2004 0:00,2004,Classic Cars,Reims,France
56.3,2758.7,1/12/2005 0:00,2005,Classic Cars,Pasadena,USA
42.64,1449.76,2/10/2005 0:00,2005,Classic Cars,Madrid,Spain
100,7048.14,4/22/2005 0:00,2005,Classic Cars,San Jose,USA
100,5202.94,5/17/2005 0:00,2005,Classic Cars,Salzburg,Austria
100,5279.4,2/17/2003 0:00,2003,Planes,Bergamo,Italy
100,6916.12,4/28/2003 0:00,2003,Planes,Salzburg,Austria
100,2781.66,6/16/2003 0:00,2003,Planes,Glendale,USA
100,5248,8/10/2003 0:00,2003,Planes,New Bedford,USA
100,6531.44,10/6/2003 0:00,2003,Planes,Helsinki,Finland
100,5763.72,10/23/2003 0:00,2003,Planes,Boras,Sweden
100,6490.68,11/8/2003 0:00,2003,Planes,Toulouse,France
100,6004.8,11/14/2003 0:00,2003,Planes,London,UK
100,7483.98,11/27/2003 0:00,2003,Planes,Makati City,Philippines
100,5719.5,1/12/2004 0:00,2004,Planes,Osaka,Japan
100,6954.08,2/19/2004 0:00,2004,Planes,San Diego,USA
100,8160.3,5/11/2004 0:00,2004,Planes,San Jose,USA
100,6567.96,6/24/2004 0:00,2004,Planes,Madrid,Spain
100,6724,7/21/2004 0:00,2004,Planes,Brickhaven,USA
100,5747.85,8/21/2004 0:00,2004,Planes,Oslo,Norway
100,5676.84,9/15/2004 0:00,2004,Planes,Munich,Germany
100,7379.97,10/14/2004 0:00,2004,Planes,Philadelphia,USA
100,3704.13,11/1/2004 0:00,2004,Planes,Cowes,UK
100,2804.75,11/10/2004 0:00,2004,Planes,Kobenhavn,Denmark
100,5624.79,11/22/2004 0:00,2004,Planes,Charleroi,Belgium
99.52,3881.28,12/3/2004 0:00,2004,Planes,London,UK
57.55,1611.4,1/31/2005 0:00,2005,Planes,Oulu,Finland
54.57,1364.25,3/1/2005 0:00,2005,Planes,Madrid,Spain
100,4215.09,3/30/2005 0:00,2005,Planes,Reims,France
100,6433.82,4/1/2005 0:00,2005,Planes,San Jose,USA
100,4352.16,5/10/2005 0:00,2005,Planes,Reggio Emilia,Italy
100,5151,1/6/2003 0:00,2003,Vintage Cars,Nashua,USA
100,6069,3/18/2003 0:00,2003,Vintage Cars,Manchester,UK
100,2856,5/21/2003 0:00,2003,Vintage Cars,Las Vegas,USA
100,5375.4,9/12/2003 0:00,2003,Vintage Cars,Brisbane,USA
100,5176.5,10/18/2003 0:00,2003,Vintage Cars,San Francisco,USA
100,3508.8,11/5/2003 0:00,2003,Vintage Cars,Bergamo,Italy
100,7554.8,11/12/2003 0:00,2003,Vintage Cars,San Rafael,USA
100,3141.6,11/21/2003 0:00,2003,Vintage Cars,Glen Waverly,Australia
100,5890.5,12/2/2003 0:00,2003,Vintage Cars,NYC,USA
100,5967,1/26/2004 0:00,2004,Vintage Cars,Madrid,Spain
100,3712.8,3/2/2004 0:00,2004,Vintage Cars,Lyon,France
100,7597.3,4/13/2004 0:00,2004,Vintage Cars,Strasbourg,France
100,3668.6,8/17/2004 0:00,2004,Vintage Cars,Torino,Italy
100,5875.2,9/1/2004 0:00,2004,Vintage Cars,Singapore,Singapore
100,7310,10/6/2003 0:00,2003,Vintage Cars,Liverpool,UK
100,8078.4,10/21/2004 0:00,2004,Vintage Cars,San Rafael,USA
74.04,3257.76,11/17/2004 0:00,2004,Vintage Cars,Philadelphia,USA
100,7650,11/25/2004 0:00,2004,Vintage Cars,Marseille,France
100,4703.81,1/12/2005 0:00,2005,Vintage Cars,Pasadena,USA
100,5399.55,2/10/2005 0:00,2005,Vintage Cars,Madrid,Spain
100,14082.8,4/22/2005 0:00,2005,Vintage Cars,San Jose,USA
100,5283.6,5/29/2005 0:00,2005,Vintage Cars,Chatswood,Australia
82.39,3130.82,3/3/2003 0:00,2003,Classic Cars,Makati City,Philippines
72.38,3112.34,5/8/2003 0:00,2003,Classic Cars,Marseille,France
79.31,3806.88,7/2/2003 0:00,2003,Classic Cars,San Rafael,USA
82.39,2142.14,9/5/2003 0:00,2003,Classic Cars,Brickhaven,USA
88.55,3364.9,10/11/2003 0:00,2003,Classic Cars,Los Angeles,USA
63.14,1262.8,11/4/2003 0:00,2003,Classic Cars,Graz,Austria
73.92,1626.24,11/12/2003 0:00,2003,Classic Cars,Bergen,Norway
90.86,4088.7,11/20/2003 0:00,2003,Classic Cars,Nashua,USA
85.47,3846.15,12/2/2003 0:00,2003,Classic Cars,Madrid,Spain
66.99,1339.8,1/16/2004 0:00,2004,Classic Cars,Madrid,Spain
64.68,3039.96,2/22/2004 0:00,2004,Classic Cars,Gensve,Switzerland
73.92,3400.32,4/12/2004 0:00,2004,Classic Cars,Oulu,Finland
83.93,1930.39,6/1/2004 0:00,2004,Classic Cars,Liverpool,UK
74.69,2464.77,7/6/2004 0:00,2004,Classic Cars,Reggio Emilia,Italy
90.86,2634.94,8/6/2004 0:00,2004,Classic Cars,Las Vegas,USA
82.39,3625.16,8/30/2004 0:00,2004,Classic Cars,Gensve,Switzerland
92.4,3788.4,10/4/2003 0:00,2003,Classic Cars,Frankfurt,Germany
91.63,1832.6,10/16/2004 0:00,2004,Classic Cars,Koln,Germany
78.54,2905.98,11/4/2004 0:00,2004,Classic Cars,New Bedford,USA
100,2954.81,11/15/2004 0:00,2004,Classic Cars,NYC,USA
65.45,3599.75,11/24/2004 0:00,2004,Classic Cars,Melbourne,Australia
100,3686.54,1/6/2005 0:00,2005,Classic Cars,Espoo,Finland
67.76,2100.56,2/9/2005 0:00,2005,Classic Cars,Helsinki,Finland
79.22,3881.78,3/3/2005 0:00,2005,Classic Cars,Boras,Sweden
73.92,4509.12,4/14/2005 0:00,2005,Classic Cars,Strasbourg,France
83.93,3273.27,5/17/2005 0:00,2005,Classic Cars,Salzburg,Austria
100,4432.7,3/10/2003 0:00,2003,Classic Cars,Philadelphia,USA
100,4100.99,5/8/2003 0:00,2003,Classic Cars,Marseille,France
100,5274.72,7/4/2003 0:00,2003,Classic Cars,Toulouse,France
100,4232,9/11/2003 0:00,2003,Classic Cars,North Sydney,Australia
100,6145.44,10/17/2003 0:00,2003,Classic Cars,Aaarhus,Denmark
100,4680.2,11/5/2003 0:00,2003,Classic Cars,Montreal,Canada
100,3286.08,11/12/2003 0:00,2003,Classic Cars,Bergen,Norway
100,7421.3,11/20/2003 0:00,2003,Classic Cars,Nashua,USA
100,6432.64,12/2/2003 0:00,2003,Classic Cars,NYC,USA
100,4840.87,1/16/2004 0:00,2004,Classic Cars,Madrid,Spain
100,3892.08,2/26/2004 0:00,2004,Classic Cars,San Diego,USA
100,5526.32,4/13/2004 0:00,2004,Classic Cars,Osaka,Japan
100,4459.62,6/1/2004 0:00,2004,Classic Cars,Liverpool,UK
100,6203.4,7/6/2004 0:00,2004,Classic Cars,Reggio Emilia,Italy
100,3754.05,8/6/2004 0:00,2004,Classic Cars,Las Vegas,USA
100,3516.48,8/30/2004 0:00,2004,Classic Cars,Gensve,Switzerland
100,7488.04,10/5/2003 0:00,2003,Classic Cars,Oslo,Norway
100,3448.08,10/16/2004 0:00,2004,Classic Cars,Koln,Germany
100,3734,11/4/2004 0:00,2004,Classic Cars,New Bedford,USA
32.47,974.1,11/17/2004 0:00,2004,Classic Cars,Philadelphia,USA
100,3160.74,11/24/2004 0:00,2004,Classic Cars,Melbourne,Australia
64.69,1746.63,12/9/2004 0:00,2004,Classic Cars,Paris,France
100,4207.84,1/10/2005 0:00,2005,Classic Cars,Charleroi,Belgium
100,4352.76,2/9/2005 0:00,2005,Classic Cars,Helsinki,Finland
43.05,1463.7,3/4/2005 0:00,2005,Classic Cars,San Rafael,USA
100,7169.28,4/15/2005 0:00,2005,Classic Cars,Kobenhavn,Denmark
100,4594.76,5/17/2005 0:00,2005,Classic Cars,Salzburg,Austria
100,3457.92,1/31/2003 0:00,2003,Classic Cars,Madrid,Spain
100,7381.16,4/4/2003 0:00,2003,Classic Cars,NYC,USA
100,7146.9,6/3/2003 0:00,2003,Classic Cars,NYC,USA
100,5938.53,8/1/2003 0:00,2003,Classic Cars,Espoo,Finland
100,7110.91,9/21/2003 0:00,2003,Classic Cars,Oulu,Finland
100,5032.95,10/22/2003 0:00,2003,Classic Cars,Singapore,Singapore
100,3667.6,11/6/2003 0:00,2003,Classic Cars,Reggio Emilia,Italy
100,7381.16,11/14/2003 0:00,2003,Classic Cars,Sevilla,Spain
100,5128.11,11/25/2003 0:00,2003,Classic Cars,White Plains,USA
100,7060.24,12/9/2003 0:00,2003,Classic Cars,Boston,USA
100,8448.64,2/10/2004 0:00,2004,Classic Cars,Brisbane,USA
100,7300.51,3/15/2004 0:00,2004,Classic Cars,Frankfurt,Germany
100,6549.2,5/5/2004 0:00,2004,Classic Cars,Madrid,Spain
100,5697.9,6/15/2004 0:00,2004,Classic Cars,Singapore,Singapore
100,9169,7/20/2004 0:00,2004,Classic Cars,San Rafael,USA
100,3238.63,8/20/2004 0:00,2004,Classic Cars,San Rafael,USA
100,4554.94,9/8/2004 0:00,2004,Classic Cars,NYC,USA
100,3934.44,10/13/2004 0:00,2004,Classic Cars,Cambridge,USA
100,5776.26,10/22/2004 0:00,2004,Classic Cars,Aaarhus,Denmark
100,7207.45,11/5/2004 0:00,2004,Classic Cars,NYC,USA
100,7460.74,11/20/2004 0:00,2004,Classic Cars,Paris,France
100,6719.54,12/1/2004 0:00,2004,Classic Cars,NYC,USA
100,2428,12/10/2004 0:00,2004,Classic Cars,Madrid,Spain
100,2602.25,1/23/2005 0:00,2005,Classic Cars,San Rafael,USA
88,2200,2/17/2005 0:00,2005,Classic Cars,San Rafael,USA
100,6712.93,5/3/2005 0:00,2005,Classic Cars,Madrid,Spain
100,5318.04,5/31/2005 0:00,2005,Classic Cars,Nantes,France
67.8,3390,1/6/2003 0:00,2003,Vintage Cars,Nashua,USA
50.25,1608,3/18/2003 0:00,2003,Vintage Cars,Manchester,UK
53.88,2262.96,5/21/2003 0:00,2003,Vintage Cars,Las Vegas,USA
62.36,1496.64,9/12/2003 0:00,2003,Vintage Cars,Brisbane,USA
69.62,1879.74,10/18/2003 0:00,2003,Vintage Cars,San Francisco,USA
57.51,1495.26,11/5/2003 0:00,2003,Vintage Cars,Bergamo,Italy
61.15,2323.7,11/12/2003 0:00,2003,Vintage Cars,San Rafael,USA
59.33,2491.86,11/21/2003 0:00,2003,Vintage Cars,Glen Waverly,Australia
71.44,1643.12,12/2/2003 0:00,2003,Vintage Cars,NYC,USA
62.96,1322.16,1/26/2004 0:00,2004,Vintage Cars,Madrid,Spain
50.85,1423.8,3/2/2004 0:00,2004,Vintage Cars,Lyon,France
72.65,2397.45,4/13/2004 0:00,2004,Vintage Cars,Strasbourg,France
62.96,1574,8/17/2004 0:00,2004,Vintage Cars,Torino,Italy
61.75,1729,9/1/2004 0:00,2004,Vintage Cars,Singapore,Singapore
49.04,2255.84,10/6/2004 0:00,2004,Vintage Cars,Sevilla,Spain
61.15,1834.5,10/21/2004 0:00,2004,Vintage Cars,San Rafael,USA
84.25,3201.5,11/17/2004 0:00,2004,Vintage Cars,Manchester,UK
56.91,2276.4,11/25/2004 0:00,2004,Vintage Cars,Marseille,France
100,8884.8,1/12/2005 0:00,2005,Vintage Cars,Pasadena,USA
49.3,1331.1,2/10/2005 0:00,2005,Vintage Cars,Madrid,Spain
72.65,3051.3,4/22/2005 0:00,2005,Vintage Cars,San Jose,USA
63.57,2288.52,5/29/2005 0:00,2005,Vintage Cars,Chatswood,Australia
100,3772.61,1/31/2003 0:00,2003,Trucks and Buses,Madrid,Spain
100,4164.42,4/1/2003 0:00,2003,Trucks and Buses,Paris,France
100,6295.95,6/3/2003 0:00,2003,Trucks and Buses,NYC,USA
100,6287.66,8/1/2003 0:00,2003,Trucks and Buses,Espoo,Finland
100,5412.54,9/21/2003 0:00,2003,Trucks and Buses,Oulu,Finland
100,5984.14,10/22/2003 0:00,2003,Trucks and Buses,Singapore,Singapore
100,5891.04,11/6/2003 0:00,2003,Trucks and Buses,London,UK
100,5984.14,11/14/2003 0:00,2003,Trucks and Buses,Sevilla,Spain
100,3608.15,11/25/2003 0:00,2003,Trucks and Buses,White Plains,USA
100,5752.54,12/9/2003 0:00,2003,Trucks and Buses,Boston,USA
100,3765.32,3/11/2004 0:00,2004,Trucks and Buses,San Rafael,USA
98.18,2159.96,5/5/2004 0:00,2004,Trucks and Buses,Madrid,Spain
99.41,3379.94,6/15/2004 0:00,2004,Trucks and Buses,Singapore,Singapore
100,5093.5,7/20/2004 0:00,2004,Trucks and Buses,San Rafael,USA
100,5773.44,8/19/2004 0:00,2004,Trucks and Buses,Allentown,USA
100,4528.86,9/8/2004 0:00,2004,Trucks and Buses,NYC,USA
100,4816.08,10/13/2004 0:00,2004,Trucks and Buses,Cambridge,USA
100,3416.78,10/22/2004 0:00,2004,Trucks and Buses,Vancouver,Canada
37.48,1236.84,11/5/2004 0:00,2004,Trucks and Buses,NYC,USA
100,5814.86,11/19/2004 0:00,2004,Trucks and Buses,Lule,Sweden
100,5223.48,12/1/2004 0:00,2004,Trucks and Buses,NYC,USA
36.42,728.4,12/10/2004 0:00,2004,Trucks and Buses,Madrid,Spain
100,3949,1/20/2005 0:00,2005,Trucks and Buses,North Sydney,Australia
100,3843.99,2/22/2005 0:00,2005,Trucks and Buses,Madrid,Spain
98.18,5498.08,5/3/2005 0:00,2005,Trucks and Buses,Madrid,Spain
99.41,3777.58,5/31/2005 0:00,2005,Trucks and Buses,Nantes,France
100,3782,1/9/2003 0:00,2003,Vintage Cars,Frankfurt,Germany
100,3859.68,3/18/2003 0:00,2003,Vintage Cars,Manchester,UK
100,4431.84,5/21/2003 0:00,2003,Vintage Cars,Las Vegas,USA
100,4950.33,9/12/2003 0:00,2003,Vintage Cars,Brisbane,USA
100,4299.7,10/18/2003 0:00,2003,Vintage Cars,San Francisco,USA
100,4492.83,11/5/2003 0:00,2003,Vintage Cars,Bergamo,Italy
100,2212,11/12/2003 0:00,2003,Vintage Cars,San Rafael,USA
100,4642.88,11/21/2003 0:00,2003,Vintage Cars,Glen Waverly,Australia
100,3206.32,12/2/2003 0:00,2003,Vintage Cars,NYC,USA
100,3604.23,1/26/2004 0:00,2004,Vintage Cars,Madrid,Spain
100,7017.76,3/2/2004 0:00,2004,Vintage Cars,Lyon,France
